average_consumption,daily_consumption_variance,refill_frequency,current_quantity,threshold,product_type,scaled_threshold
300.2831387424008,16.635923188919527,9.92631168599469,671.4791486672069,188.1724346969913,Milk,48.59245430014462
32.760702232798884,41.61685823338319,20.66271423980001,632.2821536376398,96.8235576859969,Egg,97.76981916448285
307.6969774317048,2.8133741010591384,8.348636084512982,198.9921389594368,162.90065342255332,Butter,37.170249967203254
93.55682060677285,30.2172240456206,18.263916873433466,418.33386410228013,102.62573723426294,Butter,41.38773498522201
41.87528056278696,12.27043302709745,15.526177140585077,750.9397983633182,37.10309903172183,Milk,33.53002061534767
474.9539132541333,6.907777403086662,29.2441439000515,101.37289755315915,261.1441473429952,Egg,49.04044665786399
483.1596962065341,4.770706879831248,19.430236362804596,277.8527760897123,244.24529202154153,Egg,8.941329637513661
406.11470057706595,35.11815001802885,12.436672046344107,276.3191084658536,283.0620702038603,Butter,80.90078961207759
159.26074689495164,17.65387322463524,6.080586191974201,432.018927594506,124.48371854807525,Egg,38.245253709504496
57.859335863128095,36.51357180490931,7.083664375843233,980.368740942185,107.83317361954347,Butter,71.70644147398987
345.2741829909569,4.202460699148176,9.083557108683348,67.50254668382195,184.23047213541474,Butter,95.35199075583867
225.67472193240465,16.44922655369991,9.776099856188047,518.700994380595,147.29195507862383,Butter,37.024379209254484
69.79873507394163,27.435073326391525,25.966633561710722,179.36468201221047,97.09154509731056,Egg,41.59282824942439
252.6366859545224,39.745435077109214,18.15301528362817,970.6765454097441,201.59800356386938,Butter,31.14399006968375
26.850375346457014,16.618872643671423,17.131554607107894,113.3035047274642,46.01655721026889,Butter,65.39030486744245
455.5669970186032,31.668677445413447,6.098759540468872,403.60100236159127,293.5086527874586,Milk,95.27972535841155
136.8021909840083,44.41290966357317,26.223771720434744,737.8849848346061,155.45072433654028,Butter,40.09463017397473
334.63591933345117,31.177296220932924,22.51598618662906,704.5544280274453,228.2222811903968,Butter,30.32243279031133
162.73842728381138,12.415014262928054,4.8270457713000425,422.7286368939323,102.80493551780349,Milk,29.150142474052043
264.8333303771273,2.195638296270363,22.111547625203755,346.52416795271824,138.0925781147951,Milk,47.260373079616244
277.888036878207,43.63484482114556,17.675531868251444,397.61237855287055,233.22519864169695,Egg,90.22507145155399
100.57868320750825,2.04220113166897,5.206584335163013,264.27626315863927,48.404311427218325,Butter,54.63176677658775
485.0964676046337,43.86038196152577,15.374117321273724,205.3329387067998,338.9576585004372,Egg,47.38015338167951
389.8150834469461,26.91791956733339,16.08679975251127,483.03969755889,252.52513393310443,Egg,10.350936078169696
470.35448136645266,47.01431722713191,7.475912584408445,268.5337560676073,335.6713393910907,Milk,49.115068605138795
448.4654017095479,40.1403785529096,28.533849969007623,287.4616648972501,305.63727181319337,Egg,32.07543685147788
302.9709896174317,49.898771416133535,25.949335029977874,656.7560634745571,256.8733716694642,Butter,55.771105787787064
461.71837516132723,18.184878957133797,21.063603107885925,968.5373316998922,257.55295344172055,Milk,74.74621344322807
53.36132600544055,38.59222615762522,15.481980147016394,603.6372005593751,110.23272381356142,Butter,91.90025650505332
106.03160258538115,20.694614766852865,14.11766962278173,76.97946706496627,85.20780800810364,Butter,77.48970388057654
32.16137156616365,24.513905394891534,20.576283613075763,75.58361385406698,72.90676410012215,Milk,78.73398410173033
169.41186207399952,31.747767697700134,17.72666047398645,951.423220845566,158.0407213771729,Butter,48.58580143934593
200.45187194784617,43.8101785951306,4.681373858810911,297.2907903073336,183.72764240771986,Milk,39.125511872319855
142.961025569209,49.22008999076546,16.837571516798956,92.06698608247544,164.12706389185126,Butter,66.42451068234551
416.0813794844454,38.64539727936139,24.772897665286667,599.0445871503815,290.6387515781063,Milk,49.07418012423655
184.80913007985873,21.470572326199353,15.399476695117867,623.6487782902661,130.40623651073312,Egg,21.93697027050485
147.65790974681659,21.64649311157644,4.402827593965247,648.5048201186881,124.43318876000524,Butter,26.971960304146606
275.92108074754174,37.14153277785568,24.229511383368894,267.4020278575413,204.30045777263175,Milk,50.19706012531564
79.0528702376337,12.700080142646815,8.436822117671309,15.110684214475034,57.445699331697654,Butter,22.34221801444765
403.07652056947944,6.4132315434383385,9.982762541977047,965.0153694544719,223.94775447362872,Butter,68.45065539962766
46.5298154030877,18.37648572439805,7.447071542671989,250.8930456911025,63.49465711574004,Butter,69.31935204313432
493.57459893425346,15.074710591050005,11.915806751530434,676.0262880525474,283.8744651378058,Milk,75.70786022890073
388.39993695536214,15.519097902343514,23.432290653593146,706.6298698787095,221.72475182939846,Egg,56.547742414237845
107.37068395174448,12.446779801445587,17.02341820660631,610.0074170794857,82.1085765691755,Egg,31.393246434797295
12.705837390565176,3.0625662921817325,8.531794402069238,312.9073942136482,14.362887825817996,Egg,37.35228248182878
409.5760999428687,1.8758228019372767,26.701412110105103,271.09625376406575,210.60269797776786,Milk,62.9669339262585
356.3600984853324,49.39839709706555,26.74871008369129,597.6682827027031,280.62749262755176,Egg,15.83087015793216
367.21351234008375,21.960883553057254,26.505617476242186,866.0956336116915,229.03570673873836,Milk,97.01204404546557
387.92246987611344,19.8320057108244,9.447497707301562,946.7337289233956,232.20649374575885,Butter,93.49850266525937
46.281879349704276,34.30271685196042,15.183462292886679,105.90580440375763,87.2648272663839,Butter,51.51580048760356
185.64820698669357,11.694440505388144,29.59472071580363,154.82861259771985,121.58461112238712,Egg,21.716395535069132
66.77583916731356,47.54809801356104,23.84433686036974,944.7362587830796,123.0095642108426,Milk,90.31959084228323
432.9206786790408,39.53090570636205,3.733520373090115,736.5352283347926,299.3692368753328,Butter,32.950552934986405
315.41608214550337,5.3811391133007165,4.760523964033285,882.9938248297731,163.13697575233965,Milk,70.10869469995934
172.1400321777981,21.46145801346149,15.526147173932985,202.63263413534315,131.49953551491112,Milk,43.8122791274077
41.143591640151584,44.07679707054607,27.548945558262126,587.5858711094019,113.66695530374851,Butter,29.58541432305905
162.38133764067447,47.29186909227911,17.544948544723283,701.1395944174736,170.14868478302625,Milk,65.54675573851318
169.33982779310605,23.902674051243615,16.440937716925838,680.1118854469727,123.67412801626641,Butter,22.41292833898598
367.5070273856514,31.05715807132468,5.847789898829026,408.1516908666981,238.48730469535855,Butter,99.91245383674975
322.40316096405445,9.184663358511687,20.73306282755594,15.394891691308477,181.6908465444711,Butter,17.498681553708547
444.7342438624,49.56726268071185,25.196785336206087,582.9260568042631,328.4905754171384,Milk,50.51776610652387
241.38531332935514,12.351913367788727,13.271340202704183,253.10153917960875,136.29641982496352,Butter,66.02835699334011
68.60118050976783,47.19385693262116,23.94151997498384,450.25424614289034,133.37132930095916,Milk,45.48765476187151
359.48994573926757,32.83268580062605,29.040869655321913,957.5810150838173,242.23671738988693,Butter,85.46978149621678
382.78467382227973,30.779102949064097,8.501694396447606,399.03531764243473,252.5211102076585,Butter,39.78470454039816
285.02582680905317,26.12173703980892,17.129900042258015,839.8016066644267,203.33357848105572,Egg,46.4771165714325
387.77391817773486,12.302820774170176,10.75272486828354,188.54060574925114,215.1320307319247,Egg,41.726007207473074
251.95984221855147,9.649873568269905,24.407069313913663,672.4604980250289,144.58640692460526,Egg,52.18598062476277
266.1390863971771,11.803824244438593,18.595020878791253,977.0069544389435,146.95083998267935,Milk,17.005989489686065
219.49509899568932,10.13547484506847,20.1337252738582,101.8931008729368,121.65047358807837,Milk,47.15336252273962
22.455372104606642,39.19963920477091,24.54368230962914,8.319942227192012,84.79879628454083,Butter,48.848978636495076
62.86679922671918,18.156137699169776,13.691202761886283,433.58279263261437,58.30271982812064,Butter,31.313463246787816
25.400300986499783,3.834291151606422,27.70743184699017,92.6254830513672,22.996239317427758,Butter,42.226486626127084
321.8411015192524,48.48602887689975,17.39177941564578,748.3843496762314,256.4205756494581,Butter,96.07776200122876
164.03443072740006,44.305508363207856,7.264780216554396,914.5486638485589,171.59113614467617,Milk,47.706336149808195
259.19963867070436,46.459861876565434,21.789276190557665,434.02097270875885,216.0124868064096,Butter,70.80216728666944
454.7075722237856,49.75048330967533,24.41805646183287,258.711642155441,322.7733933199758,Butter,45.09146437513144
132.15319228294874,9.520867211754878,11.55256528082322,434.40331900660976,88.39482006203862,Egg,68.46276715438067
211.08763228745858,20.41585892623028,26.14383993896633,723.447817850001,155.68158846879786,Butter,11.72278651956898
380.22005788609385,38.153685309500474,27.46586787867569,9.054161580370979,257.42573503409204,Butter,47.73553156338285
122.111101090895,35.10501028463582,10.476421159200841,589.4539894846972,139.07325753182445,Butter,59.86063860912741
47.720155816108566,8.540899410652898,29.555079763310996,613.291684887379,42.47950075558424,Milk,25.778594220707376
151.97821192774634,40.97582312454027,6.799211257316477,637.6882468959355,159.2191435480662,Egg,71.50179414755587
88.99843075446216,11.997588019996373,8.45442304686723,242.0220799808772,68.49996212137903,Butter,40.54755850614395
465.5518496478608,11.967063126308531,7.9740706594267055,714.0527233781268,248.09793279463113,Butter,37.97350265427056
405.9789859865643,27.311746721777265,27.137722170212502,91.3914863317764,249.41052347155986,Egg,39.51932657105039
320.36784069010747,30.054056807243455,20.66589891277397,199.2703364668008,222.31027407272236,Butter,13.002286973889504
437.01568919198166,29.424224184052747,7.106815647001367,877.470046654482,274.1754643928075,Milk,47.58210699131521
403.7993176805661,5.482855032489988,14.888732295945422,738.7231507265664,221.21073023681666,Butter,35.23901115028573
101.41932885415756,43.99558226888864,19.613046676884654,13.745554011345252,136.83263971204548,Milk,90.17584619241612
447.3539092600891,14.014402086846598,5.253530294713348,248.3762603698002,244.57138797779058,Milk,90.23958976725423
274.27769853866886,7.3462311428574045,26.825241946998144,214.40648299316456,156.12568822508996,Butter,16.198152082161485
405.64567603039063,44.548655913579886,24.69729545692145,270.80632803697256,287.7872182711753,Egg,48.59236754446296
449.08473696251167,47.826923413257916,16.640582886569234,247.5597702798864,320.7056214548896,Milk,68.62700566479323
165.8217027362133,43.244253246007084,29.1124186119976,62.52629574284574,173.3560135702242,Egg,60.17729836134365
63.92544301856161,40.66628766151903,14.279546440427692,458.9405165968203,121.30057905636026,Butter,72.9570423481488
121.68822964555143,33.10685705131206,29.570978613985442,732.7334747861652,132.90165282143334,Milk,70.29512181795992
219.2828164268656,27.992011159847827,21.03383996769793,606.7317247174365,169.15265189058294,Butter,32.300655759927466
410.8272353020216,5.2623512356590965,20.13612437785642,672.8716685980797,219.53098377023187,Egg,69.99806168504492
431.7579857956083,21.014207440464236,7.480782172986195,81.14917853623915,266.8259006593744,Butter,96.09855620342708
13.406543960283445,19.261737333603385,26.812049474225386,951.4907101767872,41.14322859727921,Butter,35.50864905307769
260.2661782630072,13.727935404255984,14.542221573856608,838.4918338430249,147.61120182393933,Milk,71.79028914792246
214.5313915429017,36.447585570740664,7.380301956126942,805.0903184956627,175.59995810089617,Butter,71.8157618570848
118.83282713065782,25.297911018859768,3.340403039345494,822.9838050417675,104.37006319558333,Butter,56.01960863640079
68.73402999350458,4.971264579474749,18.113403458236327,932.7105081327613,47.54623585798175,Butter,83.89805645576081
175.4314339877777,11.788976895540756,17.239789797312262,544.2539661136977,113.96790278028094,Milk,31.635495280928406
472.0257549171344,34.4796794193202,22.42254780396728,200.28201786762588,306.84146395130205,Egg,44.1743398068105
168.36943669017006,4.730412115024709,27.036967431480658,616.7836078525412,83.97041143932351,Egg,23.69069357457442
264.2074046542494,42.709138788389666,5.1439777853617965,742.881493667939,222.09754099291698,Butter,61.83585738255629
354.4792898586372,25.262179823684743,22.750405239189785,737.9173933540254,224.23461282639792,Milk,65.28285604816969
188.17850516585406,24.54874228900575,8.06012249063472,521.4490241668801,146.48785694107116,Butter,91.93526120105054
486.17322053327075,30.027981448316364,26.170780435243426,68.45871933357806,304.2741417333111,Egg,42.082721043079076
481.5991745216345,41.40936733033231,25.114714874264713,371.1129384301278,320.47294043004,Milk,35.09446553754909
133.37332495442843,18.04265118720746,17.601431384609697,920.7666084633573,95.4634901937113,Egg,59.68735620376391
253.65176788726887,34.22279147539412,22.17655556282941,584.448909757426,187.1598448476323,Egg,5.9185413387534505
157.43037181021714,28.72086623579376,11.487453055961206,538.3319432557134,142.78728503894058,Milk,50.80940968289161
149.57184224495913,14.084385238301644,15.721533271185995,268.8535143821935,111.322642440714,Milk,11.899056946132799
28.07460420372107,44.05286933140274,25.184196238182736,368.4489199165789,105.138801699952,Butter,83.66103770749278
308.68652365014947,40.073875058739475,15.400160323676776,895.3460891531693,226.55969423976336,Butter,60.86416032286839
256.3127213821421,33.26413989826285,12.660553163786929,666.4630475268357,192.72518482536157,Egg,36.22343638234338
35.224588112494786,42.678504725617856,16.343736075758095,787.3870267523329,107.54808750958625,Milk,39.00581335976041
146.5367674759396,43.49741584703032,25.362729815804897,454.34542306765513,165.85963311223182,Milk,26.505672208386173
455.05028412366033,35.70978585903671,12.050617279013563,630.247219456158,291.3090862257253,Butter,71.69182987227039
127.38532642681649,42.01365308981993,7.691563014665083,248.38360874320753,137.72058376995574,Egg,58.71435802676785
80.99848732469931,35.1761016217949,22.22437854893108,705.4608302834863,115.09418782355155,Egg,9.58431054895409
249.83185253600587,34.32689781625472,25.30141174311821,427.60133370333733,190.7016454202365,Butter,20.965873216853492
492.9687225141943,31.31195753254403,5.7172119201354,442.54551481474556,304.19790295455044,Milk,67.26463034153078
128.6070830406352,37.88311533832442,9.476601044410508,649.3223245768817,130.32772159275694,Butter,61.018319054919296
339.3464182288805,8.771650159360611,6.833243723546835,936.2806214689267,188.0224975683915,Butter,47.12468010031277
383.1936115110716,44.16266720074749,12.3944181127185,64.00634660862093,286.94515486555036,Butter,26.133483433488724
126.44239655627584,43.72033285951637,15.15947643044614,824.7432373470076,159.81449692262242,Butter,77.13322130374235
366.8260108198112,2.433116868693398,23.218311098009274,292.3831104121931,189.59413815955818,Milk,49.08059372108503
190.21373503243407,41.465020777673374,20.5809847918052,443.9194545063778,178.3261356263617,Butter,96.54300733923297
319.82985699085395,7.3146235061988145,19.76507132191764,21.913328775008956,166.24530321760943,Milk,51.45265832293501
320.4295582728384,17.420823858697954,12.51412355846067,301.04607783431305,196.0338828846671,Butter,54.34590379486829
272.52959519663165,37.43190455828878,25.71908393328852,502.6312426301305,208.72818829420126,Egg,49.4133851050957
54.241987326660066,8.877234906367102,15.724753519750443,56.17607734743901,47.01816909373578,Milk,46.285839296354375
419.2982228387266,41.08038418183405,29.43583332640917,491.0957293831651,289.5844067405624,Egg,10.489173871150761
167.18223183615055,41.774574719929355,20.121837733984894,927.1106288584273,161.94624782694132,Butter,83.80726205617958
101.39407009592857,25.865918954280975,6.409148022241574,105.39321810780523,94.32817846109376,Butter,38.34024004894628
29.97981936183432,1.3129077141248455,21.256794176036717,764.4407280755044,13.914094000944768,Butter,26.364435069959832
299.5375421622385,15.064868525570727,11.777808416655873,409.67105337599264,171.83140481801576,Milk,53.03243042173976
342.00653730271836,31.22941900041137,21.530834310524632,655.173714524338,227.00004566866158,Egg,61.115130983960306
18.128036174649516,49.07812272334375,4.880311000384955,260.23659798522937,116.96698670560318,Milk,82.1421446252487
260.9255985666477,31.95886282381675,7.721798803750904,159.4922625413583,193.2625960690897,Milk,67.16579377878611
120.98292984698959,13.73037547214383,26.10490599045623,160.46261427122644,88.58965119788279,Butter,61.57284011094648
326.13466730063044,32.06627945188096,9.133848039634902,70.49194564314465,234.67226312882144,Egg,21.103156620290655
95.43955021244581,27.45928360607692,25.600110381559382,185.64670490124303,112.5497203281905,Butter,73.79420638902069
348.55949167020833,39.21242436240603,10.540454388269081,664.2193849889683,254.35888354680986,Milk,89.22325257268791
199.50031968726333,6.242051302520962,20.357811571585106,881.690611843508,118.48373886955702,Butter,79.16586232083361
468.99769448099994,38.29036722259937,21.742065484765437,814.1256855911619,307.61840217243224,Egg,34.617767318999825
77.38526263153669,27.522062355129403,16.84167833491643,685.1343098744841,89.85163517497297,Butter,47.21126900536729
177.12251201462666,48.186608189090734,11.243388270811744,110.43186341110267,182.98854680538602,Egg,30.644605620448377
65.60202540788865,17.75173613589562,8.741398162019596,289.1874462959498,71.75463022920854,Egg,27.101236299308113
463.09987295649574,31.99847276356346,3.896112573185508,309.80687532246895,299.1907157904768,Butter,90.69669187550033
439.8962831566807,46.66937716999085,11.206552833499543,249.95694639762124,309.59168461131105,Milk,74.06710245857303
136.39139758042626,6.022976671543283,20.63539534434464,515.0056597097231,72.90585061603227,Butter,38.191092324702694
333.39218255674774,46.924195874586104,28.334230098109032,535.5538148796726,263.1924081568563,Milk,21.173822418066973
410.43887809859575,34.70640039273985,26.522521021102406,356.8859751711102,267.1987570785529,Milk,90.05975796454594
282.04839768373654,4.324015896153423,23.68374896645317,353.78915873643604,151.24208079876172,Butter,30.810453766594758
269.52878339444317,15.747214780393996,24.288078267839065,828.5555979060814,170.12726381913575,Milk,55.495596721179176
128.50762254122134,35.7004323436188,20.954592393851872,789.2928483196856,139.6669058857373,Milk,28.074935485946117
55.620356224890614,4.300179471969813,10.02774515428208,307.79583168074566,41.479979269576866,Butter,77.81504837088448
449.6357213971301,29.52635254863739,27.494265829057404,913.7884438732593,291.32775422715315,Butter,62.70031742794426
451.2048480100319,17.94826979069488,21.10977242145752,952.815017002506,261.49814342570147,Butter,13.734893676009207
320.2197140639013,31.42486037060638,18.131897036471877,326.74254203004085,227.56456156375484,Milk,83.62591077579728
176.12459761386333,3.2413596568131298,5.996715668763989,354.42494879305485,96.92847282787466,Egg,63.621063529086435
181.11269156020384,43.70530350146644,15.070499682773487,505.63415342195884,171.69975157898844,Milk,34.41426046872884
365.71828264641726,48.70095948969245,15.42967332245201,941.1208125336735,270.7748531999817,Egg,32.382861945378465
449.5840273767628,48.47501490899888,26.34321745711209,876.3194331423115,317.43287121991784,Butter,83.4612292712505
444.6723478899075,37.73293975540331,17.75950194507029,102.5679625835898,296.66272758251273,Egg,40.402341282210635
392.1390174702357,7.374225766400967,13.27081482220106,392.7307432714162,213.16007915649288,Butter,54.8870863884116
324.595506615601,38.15489660052211,29.3736088697878,553.3711897497718,245.6067331189088,Butter,63.751585718276935
51.228582847573925,2.204758906481274,5.989456019810524,503.13247255154005,23.948723570872822,Egg,48.90279895332968
89.19806990636074,2.0840540249208654,14.408807564422505,193.86306793689266,41.27813880099164,Butter,24.191375634558955
450.2915523782688,16.85690073832752,4.134666229627943,858.8167711681547,268.12917661527604,Egg,17.741102133590175
307.15023923319904,24.943516329828622,22.977411260707118,676.9407829968374,195.6230434637849,Butter,14.572814366407727
14.506555292148526,38.74996347258187,27.78806690937707,837.9083748518036,84.32302599338179,Milk,14.744530975051354
59.72105600435573,34.481473453718756,10.561007897863215,858.7642793494722,100.53474948548143,Milk,17.83028709210397
335.11586686294737,22.849232612460668,26.175225273576263,748.3558536657398,214.08388707454378,Butter,26.701537278268194
12.480176084647157,14.407706647801628,10.88989222247124,439.21060124971734,26.7761444785857,Butter,41.46668288424355
88.79594519457434,49.859100507727845,27.59079436438571,610.5467550154245,135.25671189281525,Egg,17.3263062896237
278.8795567896272,21.882883809562674,23.356971397113167,160.36540611974314,175.31521456315966,Milk,41.03175631019267
349.0286468694197,23.117964192154098,24.73248297471884,673.6454174749077,222.46200549647028,Egg,53.06597696660431
329.46101715627424,9.01756723839179,3.4861770012122717,179.25325573928075,183.65254080760712,Butter,71.11065872262819
119.89196163567429,39.94566788874654,28.9958796409987,693.9495905101568,134.51213243606512,Butter,50.1813024217165
358.96781846029256,34.99042906329294,22.620116785898727,229.59816075396867,252.220250193644,Egg,46.89619542622575
126.25205287343204,11.81771102664926,11.2282795754256,117.55130015021997,93.16279853112754,Butter,50.4316717756656
169.44585209804117,5.036671235176292,25.39365595118887,165.28449014295742,85.62784771630504,Milk,89.33097482190468
375.78078850783186,34.344465801660945,10.601072357203108,1.992135219070268,256.54192472819864,Egg,21.848221132580683
328.3201205331352,33.071049499775626,26.564353668285456,718.7396178535303,234.08836750817267,Milk,95.23676109485794
426.1194711421472,14.389716822912257,6.0396705411223,732.4010490583792,236.88540775829185,Milk,31.84786726494276
332.23031722716826,47.59231455027011,21.999521391441487,514.9333499132595,257.4552058199873,Milk,52.62283854155663
288.4712156343811,8.401836697264113,17.59885886941258,161.3628010553837,163.31203927150648,Egg,78.08492545721047
55.90063623576531,22.184405251087494,5.606430695276902,83.55433751068975,80.27783448893237,Butter,45.680217359752234
190.18074349912243,47.23718008821235,9.531133362988653,19.12896643728701,195.7632203320439,Milk,72.5806368770715
139.94916016404548,21.566638529379993,3.3349089794874995,165.7481769652207,114.7704615227744,Milk,65.85994439522294
129.55492525575096,32.28777143554019,15.656735067541657,890.8555349831468,133.95743985410084,Milk,31.011482091437568
486.7751718286983,20.48212550017692,11.13416204052001,241.53684170168177,281.64828631885894,Butter,47.712485982484225
202.6178850867126,14.43654491508483,19.155652076039487,354.2713272172157,133.0013429355011,Butter,20.95023155718604
447.1028120367855,49.214904750031586,11.025420808132663,105.34548448133319,321.3048473410071,Egg,46.31161726549553
319.2579267386588,21.057366309437107,11.097816010688586,222.36130474817028,195.54241871735485,Butter,36.735519292876035
399.45753873540775,44.81086098027759,23.06621636575329,519.2245707802051,293.3852568058042,Egg,12.37921287893079
256.2921756215442,12.267775688663223,4.299856571415543,607.7526830956525,153.81093193507496,Egg,15.594644402275101
292.68290346691595,11.442130497229082,27.378164870183657,245.35231416621107,166.39814436698796,Egg,75.9824212072821
251.33366997124332,2.5255700613410568,26.0111246085619,57.73215922511721,138.9447589098764,Egg,64.23204519055736
105.6690640210418,32.931674443418366,21.030726447112976,391.03286912739867,109.1165632538923,Egg,38.14556053076223
364.0015364781376,19.057790842464296,19.016982392899376,234.20337092633414,216.43181294898733,Milk,59.892793301322435
147.57845759601935,43.353554242142216,27.09216744977061,219.55392322980194,151.63396523784706,Butter,44.85175268793331
21.914823551412383,24.1872854278863,8.00391484727529,959.8628027134553,64.66252895591134,Milk,56.8855667793139
326.28142499451224,48.44147796782136,5.1321673791523725,616.300485925724,264.0658175151747,Egg,26.640537924173476
96.78423290945398,10.090750269452936,9.466774587557529,556.8784431720959,65.2006613683592,Butter,90.90724421829471
470.82470633292803,43.56253522982493,24.453613524905137,415.77510352332195,326.05068167025536,Milk,39.54377181659563
477.4250027312678,39.053245786795344,3.9360972016150497,428.94433343014424,314.73773746314356,Milk,27.036794321889786
458.2835512080198,38.775170387558546,18.73578454725422,540.9050038380808,311.8171922075757,Egg,17.38459976429947
191.37776312516775,42.394378177727496,29.87681293716537,696.4298070361073,179.56131117277297,Milk,76.20773021140212
17.57374209914504,38.29017555620695,26.103794533613563,702.1460961818294,83.61281671861973,Milk,53.355053195819444
464.87609566798545,31.684795759939355,17.079033604176914,171.69390770544956,304.50223766363746,Milk,28.773013188678267
219.81023267548403,7.430999006436991,4.718304550739344,500.112752076627,119.78469634843,Milk,41.550776574293685
483.6608613313981,2.593782795071344,25.447084888414164,411.958095034102,239.42694305577305,Milk,39.962767958953826
482.1737887737339,46.12154454296866,19.172419720784685,870.5269662693842,335.0208457379934,Egg,26.597720996418552
427.97463317900645,31.215865411516162,6.103190920608304,631.4189212183763,285.8054836582191,Egg,75.638637581831
154.279957114097,40.03032725783264,5.534146690230617,532.5040664159818,154.7574173472575,Milk,30.802230117115418
198.69788701494338,24.594595224114954,27.559924124787994,115.39464217891737,139.77886922827722,Egg,71.2664041261325
427.05696904325987,6.7481012591573295,21.06840709932812,605.6378893234114,223.81079238613592,Egg,69.03582452232293
165.29178252657604,7.134103817924972,25.3907435815524,117.20390568023342,97.03273198552914,Butter,50.365270253973065
93.05144587618531,34.592699074219595,26.732430307621218,337.2065755657521,108.94958121917612,Milk,5.279195342983642
282.8326186045916,22.08498885007367,18.4378535053047,142.84196481433187,188.74833136357296,Egg,54.22484501638374
468.7158393387827,10.8257116083165,16.971051497386114,692.0736470243689,265.96433066622836,Egg,36.67431766676599
351.05460037073675,25.088132790330405,14.621540078666735,206.2521138361526,224.73835528565806,Milk,33.20865972691077
289.3299733437888,4.146237916681571,11.55755787036022,391.859373188026,150.0520336398618,Butter,58.854322853724454
57.61648194767658,29.51659869380554,14.734090943185217,895.6747776187786,85.85552169813872,Milk,70.64630024196084
311.35354108259315,14.180676817319785,23.894750704714223,204.3163833989703,176.3410477438402,Butter,49.21304905491986
495.126386551089,40.08039593122222,19.25193263740855,507.8050639587791,335.38945716651347,Milk,64.72195426753717
78.64116746589677,16.207735987255113,27.098128828780844,419.271661166022,70.03256881788565,Milk,31.472782384788974
263.981529658231,23.30578730500826,14.971260388238068,18.124041045729733,176.34782766762888,Milk,64.0262826293003
439.9128052446982,1.5694064554969311,19.39141862540636,792.7581135728128,226.28902099195244,Milk,67.79052634294148
372.97662269956015,4.549897501933385,20.045303933483694,69.04590631459972,194.42877477226932,Butter,49.274583687955634
351.5377130876813,20.232184263927557,18.97582338227079,474.2550209769536,219.1978944478527,Butter,55.067735709257306
